Crashid,Municipality,Road,Miles,Dir,FromRoad,ToRoad,Date,Time,Crash  Tye,Severity,
104117874,Cary,PARKSIDE MAIN ST,0.002,N,1628 OKELLY CHAPEL RD,NC 55,6/9/2014,3:27 PM,Fixed object,Property Damage Only,
104115315,Cary,NC 55,0.057,E,NC 55,SR 1615,6/9/2014,9:52 PM,Backing up,Property Damage Only,
104114174,Cary,1273 NW MAYNARD RD,0.038,SW,MAYNARD CROSSING CT,SR 1615,6/9/2014,8:57 AM,Backing up,Property Damage Only,
104114176,Cary,TIMBER HITCH RD,0.032,S,COUNCIL GAP CT,BRIDLE CREEK DR,6/9/2014,12:10 PM,Backing up,Property Damage Only,
104115332,Cary,BOND LAKE DR,0,,MINUTE MAN DR,DEAD END,6/9/2014,7:34 PM,"Right turn, same roadway",Property Damage Only,
104114170,Cary,SR 3081,0.009,NE,SORREL ST,REEDY CREEK RD,6/9/2014,3:27 PM,"Rear end, slow or stop",Property Damage Only,
104115317,Cary,110 BUENA VISTA DR,0.006,E,LARAMIE CT,CHULA VISTA CT,6/9/2014,10:12 PM,Backing up,Unknown,
104114181,Cary,SR 3977,0,,BEECHTREE DR,SILVERBERRY CT,6/10/2014,1:20 PM,Angle,C-Injury (Possible),
104115326,Cary,SR 1775,0,,SR 1756,SMOKEHOUSE LN,6/10/2014,5:35 PM,Angle,C-Injury (Possible),
104114172,Cary,US 1,0.31,N,SR 3977,SR 1313,6/10/2014,8:38 AM,"Rear end, slow or stop",Property Damage Only,
104114171,Cary,QUEENSFERRY RD,0,SE,QUEENSFERRY RD,BERVIE CT,6/10/2014,12:08 PM,Ran off road - right,Property Damage Only,
104114173,Cary,PRESTONWOOD PKWY,0,N,HIGH HOUSE RD,BRIDLE CREEK DR,6/10/2014,8:06 PM,"Rear end, slow or stop",Property Damage Only,
104114169,Cary,CROSSROADS BLVD,0,E,CAITBOO AVE,CAITBOO AVE,6/10/2014,11:01 AM,"Left turn, same roadway",Property Damage Only,
104117875,Cary,US 1,0.03,N,TRYON RD,CARY PKWY,6/10/2014,11:46 AM,"Sideswipe, same direction",Property Damage Only,
104114178,Cary,SW CARY PKWY,0.007,SW,KILARNEY DR,CORK HARBOR DR,6/10/2014,4:31 PM,"Rear end, slow or stop",Property Damage Only,
104115343,Cary,CHAPEL HILL RD,0,,N ACADEMY ST,E DURHAM RD,6/10/2014,11:50 AM,Head on,Property Damage Only,
104115333,Cary,ALLFORTH PL,0.038,NE,AYLESTONE DR,GARENDON DR,6/10/2014,6:05 AM,Backing up,Property Damage Only,
104117217,Cary,SR 1313,0.004,SE,STURDIVANT DR,GREENWOOD CIR,6/10/2014,12:07 PM,"Rear end, slow or stop",Property Damage Only,
104114177,Cary,SR 1009,2,E,US 1,REGENCY PKWY,6/10/2014,2:05 PM,"Rear end, slow or stop",Property Damage Only,
104114198,Cary,I 40,0.006,W,SR 1652,SAS CAMPUS DR,6/10/2014,8:09 AM,"Rear end, turn",Property Damage Only,
104114180,Cary,WALNUT ST,0,,US 1,US 1,6/10/2014,7:44 AM,"Rear end, slow or stop",Property Damage Only,
104115341,Cary,JOCKEY CLUB CIR,0.057,W,EMARALD DOWNS DR,,6/10/2014,8:28 AM,Backing up,Property Damage Only,
104115318,Cary,DOWNING GLEN DR,0.025,E,LAKE GROVE BLVD,SEYMOUR PL,6/10/2014,3:39 AM,Ran off road - left,Unknown,
104114184,Cary,SR 1621,0.1,E,WARNER RIDGE LN,NC 55,6/11/2014,9:21 AM,"Rear end, slow or stop",C-Injury (Possible),
104115345,Cary,SR 1313,0.1,NW,HUBBARD LN,SR 1415,6/11/2014,12:05 PM,"Left turn, same roadway",Property Damage Only,
104114183,Cary,SR 1011,0.014,E,N LAKE ST,SR 1415,6/11/2014,8:26 AM,"Rear end, slow or stop",Property Damage Only,
104114187,Cary,SR 1655,0.019,S,TRINITY GROVE DR,ALL SAINTS PL,6/11/2014,8:37 AM,Backing up,Property Damage Only,
104115353,Cary,AERIAL CENTER PKWY,0,,HOSPITALITY CT,DEAD END,6/11/2014,12:01 PM,"Left turn, same roadway",Property Damage Only,
104117240,Cary,SR 1002,0.1,E,DOMINION DR,GATEWAY CENTRE BLVD,6/11/2014,5:36 PM,Fixed object,Property Damage Only,
104114185,Cary,DAVIS DR,0.019,S,CHESSRIDGE WAY,LATTNER CT,6/11/2014,5:35 PM,"Rear end, slow or stop",Property Damage Only,
104114179,Cary,W BOUNDARY ST,0.005,W,N HARRISON AVE,LORD BYRON CT,6/11/2014,12:00 PM,Ran off road - left,Unknown,
104120508,Cary,SR 1652,0,,E DYNASTY DR,WYATTS POND LN,6/12/2014,12:01 PM,Angle,A-Injury (Disabling),
104115358,Cary,US 1,0,,US 64,EDINBURGH DR,6/12/2014,5:13 PM,"Rear end, turn",C-Injury (Possible),
104115299,Cary,SR 3092,0.016,N,W PARK ST,SR 1011,6/12/2014,9:16 AM,"Rear end, slow or stop",Property Damage Only,
104115415,Cary,GOOD HOPE CH,0.038,SE,NC 55,4 SR 3014 M CARPENTER,6/12/2014,11:20 AM,"Right turn, different roadways",Property Damage Only,
104115416,Cary,FORRESTER LN,0.038,N,TRUELOVE DR,END,6/12/2014,2:25 PM,"Sideswipe, same direction",Property Damage Only,
104115356,Cary,SR 1415,0.002,SW,SR 1313,JIM VALVANO DR,6/12/2014,5:38 PM,"Rear end, slow or stop",Property Damage Only,
104117224,Cary,SR 3090,0.1,E,S HILL DR,MIDENHALL WAY,6/12/2014,11:11 AM,"Rear end, slow or stop",Property Damage Only,
104115357,Cary,FRONTAGE DR,0.59,SE,CARY GLEN BLVD,OAK HARBOUR LN,6/12/2014,5:35 PM,Backing up,Property Damage Only,
104115298,Cary,PRESTON VILLAGE WAY,0.03,NW,DORIC CT,PARMALEE CT,6/12/2014,5:17 PM,"Left turn, same roadway",Property Damage Only,
104115424,Cary,CRESCENT GREEN,0,,CRESCENT COMMONS,TRYON RD,6/12/2014,12:35 PM,Angle,Property Damage Only,
104115419,Cary,SR 3977,0.019,E,COORSDALE DR,US 1,6/13/2014,2:39 PM,"Sideswipe, same direction",Property Damage Only,
104115418,Cary,SR 1300,0.017,S,HARVEST CREEK PL,SR 1305,6/13/2014,6:04 PM,"Rear end, slow or stop",Property Damage Only,
104115417,Cary,SR 1315,0.16,SW,NOTTINGHAM DR,SR 1313,6/13/2014,7:22 PM,"Left turn, different roadways",Property Damage Only,
104114193,Cary,SR 1313,0.1,NW,IVY LN,SR 1415,6/13/2014,5:30 PM,"Rear end, slow or stop",Property Damage Only,
104115420,Cary,SR 3073,0.1,E,HIGH HOUSE RD,COLE VALLEY,6/13/2014,1:56 PM,"Left turn, same roadway",Property Damage Only,
104121829,Cary,SR 1652,0,,SR 1650,HOMESTEAD DR,6/13/2014,7:42 PM,"Left turn, different roadways",Property Damage Only,
104114192,Cary,CARPENTER FIRE STATION,0,,NC 55,MORRISVILLE CARPENTER,6/13/2014,10:47 AM,"Rear end, slow or stop",Property Damage Only,
104102034,Cary,US 1,0.028,S,SR 3977,SR 1300,6/14/2014,2:01 PM,"Sideswipe, same direction",Property Damage Only,
104102040,Cary,NC 55,0.002,S,SR 3014,SR 3060,6/14/2014,6:42 PM,"Rear end, slow or stop",Property Damage Only,
104102039,Cary,SR 1313,0,,STURDIVANT DR,IVY LN,6/14/2014,12:54 PM,"Left turn, different roadways",Property Damage Only,
104102042,Cary,QUEENSFERRY RD,0.019,S,GOVAN LN,ESK CT,6/14/2014,7:58 AM,Other non-collision,Unknown,
104102038,Cary,PANARAMA VIEW LOOP,0.009,E,SILVER STREAM LN,GREEN LEVEL,6/14/2014,5:37 PM,Parked motor vehicle,Unknown,
104102036,Cary,CAPE COD DR,0.006,,BEACON COVE DR,,6/14/2014,8:19 AM,"Sideswipe, same direction",Unknown,
104102037,Cary,36000 FORKLORE WAY,0.003,W,FORKLORE WAY,,6/14/2014,2:38 PM,Fixed object,Unknown,
104102047,Cary,SR 3112,0.005,NE,EVANS RD,CARYWOOD DR,6/15/2014,9:41 AM,"Rear end, slow or stop",Property Damage Only,
104102043,Cary,US 1,0,,US 64,EDINBURGH DR,6/15/2014,4:18 PM,"Rear end, slow or stop",Property Damage Only,
104108784,Cary,SR 1300,0.018,N,SR 1415,MEDCON CT,6/15/2014,10:47 AM,"Right turn, different roadways",Property Damage Only,
104120684,Cary,HAVERS DR,0.009,W,PADGHAM LN,STRATH LN,6/15/2014,2:08 PM,"Left turn, different roadways",Property Damage Only,
104108785,Cary,US 1,0.095,N,CROSSROADS BLVD,I 40,6/16/2014,8:06 AM,"Rear end, slow or stop",Property Damage Only,
104108788,Cary,CARPENTER F STA RD,7,N,BUXTON GRANT DR,NC 55,6/16/2014,3:47 PM,"Rear end, slow or stop",Property Damage Only,
104108782,Cary,173 SE CARY PKWY,0.043,W,HIGH MEADOW DR,SR 1300,6/16/2014,4:46 PM,Backing up,Property Damage Only,
104108787,Cary,SR 1300,0.057,S,MEDCON CT,SR 1415,6/16/2014,3:57 PM,"Left turn, same roadway",Property Damage Only,
104102054,Cary,APPLEDOWN DR,0.057,SW,SR 1747,CREEKWATCH LN,6/16/2014,6:22 PM,Backing up,Property Damage Only,
104102055,Cary,US 64,2,E,SR 1435,EDINBURGH SOUTH DR,6/16/2014,6:29 PM,"Rear end, slow or stop",Property Damage Only,
104111363,Cary,SW CARY PKWY,0,,WALDO ROOD BLVD,HUNTSMOOR LN,6/16/2014,4:59 PM,"Left turn, same roadway",Property Damage Only,
104108796,Cary,US 1,0.284,SW,US 1,5 EDINBURGH DR,6/17/2014,6:21 PM,"Rear end, slow or stop",C-Injury (Possible),
104102067,Cary,TEN TEN RD,0.06,N,LYNNHAVEN DR,MERRIMAC DR,6/17/2014,10:51 AM,Ran off road - straight,C-Injury (Possible),
104084440,Cary,SR 1010,0,,SR 1152,SR 1305,6/17/2014,7:07 PM,"Sideswipe, same direction",Property Damage Only,
104108789,Cary,SR 1313,0,,SR 1415,SR 1497,6/17/2014,2:15 PM,Backing up,Property Damage Only,
104108794,Cary,US 64,0.189,NW,EDINBURGH DR,GREGSON DR,6/17/2014,5:39 PM,"Rear end, slow or stop",Property Damage Only,
104108800,Cary,SR 1300,0,,SR 1009,KEISLER DR,6/17/2014,8:20 AM,"Rear end, turn",Property Damage Only,
104108791,Cary,KINGSTON GROVE DR,0.066,NE,MURRAY GLEN DR,MURRAY GLEN DR,6/17/2014,4:39 PM,Backing up,Property Damage Only,
104108801,Cary,MAYNARD RD,0,N,CARY TOWNE BLVD,VILLAGE GREENWAY,6/17/2014,7:42 AM,"Rear end, slow or stop",Property Damage Only,
104102059,Cary,SR 1613,0.25,SW,WHITEBRIDGE DR,WALD ROOD BLVD,6/17/2014,5:50 PM,"Sideswipe, same direction",Property Damage Only,
104108806,Cary,SR 1300,0.05,S,COMMONWEALTH CT,WRENN DR,6/17/2014,3:33 PM,"Left turn, same roadway",Property Damage Only,
104111368,Cary,SR 1415,0,,CARY TOWNE BLVD,,6/17/2014,4:10 PM,"Left turn, same roadway",Property Damage Only,
104102089,Cary,SR 1009,0,W,SR 1313,TRYON WOODS DR,6/18/2014,3:51 PM,Angle,C-Injury (Possible),
104102074,Cary,US 1,0.25,SW,I 40,SR 1313,6/18/2014,4:46 PM,"Rear end, slow or stop",Property Damage Only,
104102072,Cary,US 1,0.028,N,SR 3977,SR 1313,6/18/2014,2:14 PM,Animal,Property Damage Only,
104102071,Cary,SR 1652,0.2,NE,SR 3090,BASS PRO LN,6/18/2014,5:28 PM,"Rear end, slow or stop",Property Damage Only,
104108809,Cary,SUMMER LAKES DR,0.019,NE,TRAIL BEND,CARY PARKWAY,6/18/2014,10:24 AM,Movable object,Property Damage Only,
104108803,Cary,SR 1497,0.005,E,WALNUT ST,SE MAYNARD RD,6/18/2014,6:24 PM,"Rear end, slow or stop",Property Damage Only,
104108807,Cary,NC 54,0.008,W,HARRISON AVE,SUDBURY DR,6/18/2014,2:16 PM,"Rear end, slow or stop",Property Damage Only,
104102070,Cary,SR 3112,0,S,SILVERRIDGE CT,THORPE DR,6/18/2014,8:27 PM,"Rear end, turn",Property Damage Only,
104096797,Cary,US 1,1,S,US 64,SR 1010,6/19/2014,3:56 PM,Fixed object,C-Injury (Possible),
104108811,Cary,US 1,0,E,SR 1010,SR 1009,6/19/2014,6:01 PM,"Rear end, slow or stop",Property Damage Only,
104108814,Cary,US 64,0.047,E,EDINBURG DR,SR 1009,6/19/2014,4:32 PM,"Rear end, slow or stop",Property Damage Only,
104102095,Cary,SR 1615,0.057,NW,MAURY ODELL PL,BOND PARK DR,6/19/2014,3:15 PM,"Sideswipe, same direction",Property Damage Only,
104102091,Cary,CAITBOO AVE,0.1,NW,MEETING ST,CROSSROADS BLVD,6/19/2014,7:45 AM,"Left turn, same roadway",Property Damage Only,
104108805,Cary,SR 1002,0.1,W,GATEWAY CTR BLVD,DOMINION DR,6/19/2014,8:26 AM,Ran off road - right,Property Damage Only,
104102092,Cary,US 1,0,,US 64,EDINBURGH DR,6/19/2014,4:55 PM,"Sideswipe, same direction",Property Damage Only,
104108808,Cary,TRYON RD,0,E,AUTUMN CIR,SE CARY PKWY,6/19/2014,6:37 PM,"Rear end, slow or stop",Property Damage Only,
104108817,Cary,SR 3073,0.009,N,SR 1615,MAYNARD CROSSING CT,6/20/2014,4:41 PM,"Rear end, slow or stop",Property Damage Only,
104126157,Cary,1001 SE CARY PKY,0.038,SE,THURSTON DR,SR 1009,6/21/2014,10:16 AM,Fixed object,Property Damage Only,
104126154,Cary,MACARTHUR DR,0,,MODENA DR,BARTHEL,6/21/2014,5:52 PM,"Left turn, different roadways",Property Damage Only,
104126152,Cary,US 1,25,N,WALNUT ST,CARY PKWY,6/21/2014,11:59 PM,Ran off road - left,Property Damage Only,
104126151,Cary,WALNUT ST,0,,NOTTINGHAM DR,GREENWOOD CIR,6/21/2014,8:02 PM,Ran off road - right,Unknown,
104126147,Cary,FRONTGATE DR,0.019,S,CARY GLEN BLVD,OAK HARBOR LN,6/21/2014,2:30 PM,Parked motor vehicle,Unknown,
104126158,Cary,APPLEDOWN DR,0.009,N,CREEKWATCH LN,NC 54,6/22/2014,2:45 PM,Backing up,Property Damage Only,
104115175,Cary,US 1,1.5,SE,SR 1313,SR 3977,6/22/2014,12:02 AM,Ran off road - left,Property Damage Only,
104126156,Cary,OLD APEX RD (SR 1011),0.009,E,SW CARY PKWY,MARYLIN CIR,6/22/2014,2:40 PM,"Rear end, slow or stop",Property Damage Only,
104126165,Cary,US 64,0.002,,GREGSON DR,OLD RALEIGH RD,6/22/2014,3:06 PM,"Rear end, slow or stop",Property Damage Only,
104126161,Cary,237 CROSSROADS BLVD,0.076,NE,CAITBOO AVE,ROYAL BIRKDALE DR,6/22/2014,3:28 PM,Backing up,Property Damage Only,
104126160,Cary,4 SR-1313 (WALNUT ST),0,,4 SR-2696 (STURDIVANT,5 IVY LN,6/23/2014,6:17 AM,"Left turn, different roadways",C-Injury (Possible),
104113940,Cary,SR 1319,0.25,,SR 1152,SR 1009,6/23/2014,10:46 AM,"Sideswipe, same direction",Property Damage Only,
104126162,Cary,3901 KILDAIRE FARM RD,0.75,,SR 1305,SR 3996,6/23/2014,12:16 PM,Fixed object,Property Damage Only,
104114350,Cary,3977 CARY PARKWAY,0,,1300 KILDAIRE FARM RD,BAINES CT,6/23/2014,11:32 AM,"Rear end, slow or stop",Property Damage Only,
104126159,Cary,SR 1415,0.003,,VILLAGE GREENWAY,CARY TOWNE BLVD,6/23/2014,1:37 PM,Ran off road - right,Property Damage Only,
104114588,Cary,TRYON RD,17,W,REGENCY PKWY,CRESCENT GREEN,6/23/2014,5:44 PM,"Sideswipe, same direction",Property Damage Only,
104108838,Cary,NC 55,0.003,S,PARKSIDE GREEN ST,OKELLY CHAPEL RD,6/23/2014,9:38 AM,"Sideswipe, same direction",Property Damage Only,
104115153,Cary,SR 1415,0.028,N,QUINNARD DR,SLOAN DR,6/23/2014,8:26 AM,"Rear end, slow or stop",Property Damage Only,
104126163,Cary,US 1,0,,US 64,TRYON RD,6/23/2014,6:50 AM,"Sideswipe, same direction",Property Damage Only,
104126166,Cary,HIGH HOUSE RD,0,,CORNERSTONE DR,TUMBLED WAY,6/23/2014,5:39 PM,"Left turn, same roadway",Property Damage Only,
104126155,Cary,801 BASS PRO LANE,0,,BASS PRO LN,1652 N HARRISON,6/23/2014,3:19 PM,Parked motor vehicle,Unknown,
104126181,Cary,US 1,0.28,SW,US 1,US 64,6/24/2014,2:47 PM,"Rear end, slow or stop",C-Injury (Possible),
104114369,Cary,US 1,5,S,WALNUT ST,CARY PKWY,6/24/2014,7:44 AM,"Rear end, slow or stop",C-Injury (Possible),
104126183,Cary,SR 1652,0,,BASS PRO LN,WESTON PKWY,6/24/2014,7:06 PM,"Left turn, different roadways",C-Injury (Possible),
104126179,Cary,SR 1613,0.059,S,CARRAMORE AVE,RIGGSBEE FARM DR,6/24/2014,9:49 AM,Animal,Property Damage Only,
104126177,Cary,SR 1625,0.007,N,SR 1628,STONEWATER GLEN LN,6/24/2014,6:37 PM,"Sideswipe, same direction",Unknown,
104115173,Cary,CROSSROADS BLVD,1,E,CAITBOO AVE,ROYAL BIRKDALE DR,6/25/2014,6:12 PM,Angle,C-Injury (Possible),
104126192,Cary,SR 3977,0.076,SE,US 1,THURSTON DR,6/25/2014,4:47 PM,"Rear end, slow or stop",C-Injury (Possible),
104126191,Cary,NC 54,0.2,N,SR 1011,NC 54,6/25/2014,4:41 PM,"Rear end, slow or stop",Property Damage Only,
104126185,Cary,NC 55,2,N,SR 1621,SR 3124,6/25/2014,6:58 AM,"Sideswipe, same direction",Property Damage Only,
104126182,Cary,HARRISON AVE,0.028,S,WESTON PKWY,BASS PRO LN,6/25/2014,10:03 AM,"Rear end, slow or stop",Property Damage Only,
104126184,Cary,SR 1009,0,E,REGENCY PKWY,CRESCENT GREEN,6/25/2014,9:29 AM,"Rear end, slow or stop",Property Damage Only,
104126186,Cary,SR 3112,0.004,NW,SR 1615,MARQUETTE DR,6/25/2014,5:01 PM,"Sideswipe, same direction",Property Damage Only,
104126187,Cary,CARY GLEN BLVD,0,,SR 1600,PALMWOOD CT,6/25/2014,12:57 PM,"Left turn, same roadway",Property Damage Only,
104126188,Cary,US 1,4,N,CARY PKWY,WALNUT ST,6/25/2014,7:10 PM,Fixed object,Property Damage Only,
104126198,Cary,US 1,3,N,WALNUT ST,I 40,6/26/2014,5:19 PM,"Rear end, slow or stop",Property Damage Only,
104126197,Cary,SR 1319,0.023,S,SR 5419,SR 1009,6/26/2014,2:55 PM,"Rear end, slow or stop",Property Damage Only,
104126196,Cary,SR 1600,0.004,S,SR 1624,CARY GLEN BLVD,6/26/2014,5:55 PM,"Rear end, slow or stop",Property Damage Only,
104103530,Cary,CARY PKWY,0,,OLD APEX RD,CENTER POINTE DR,6/26/2014,1:59 PM,"Left turn, different roadways",Property Damage Only,
104104403,Cary,SR 3011,0.038,SE,SR 1615,DESHIRE MIST LN,6/26/2014,8:35 PM,Ran off road - right,Property Damage Only,
104113945,Cary,1612 N HARRISON AVE,0,,E DYNASTY DR,GRANDE HEIGHTS DR,6/26/2014,11:54 AM,"Rear end, slow or stop",Property Damage Only,
104103534,Cary,NW MAYNARD RD,0.019,N,HIGH HOUSE RD,MAYNARD CROSSING CT,6/26/2014,5:17 PM,"Sideswipe, same direction",Property Damage Only,
104126194,Cary,BUCK JONES RD,0.066,N,WALNUT ST,NOTTINGHAM RD,6/26/2014,2:48 PM,"Left turn, same roadway",Property Damage Only,
104126205,Cary,US 1,0.009,S,SR 3977,US 1,6/27/2014,6:19 PM,"Rear end, slow or stop",B-Injury (Evident),
104126201,Cary,SR 4067,0.19,NE,REGENCY FOREST DR,SR 1009,6/27/2014,5:07 PM,Angle,C-Injury (Possible),
104103532,Cary,SR 1313,0,,US 1,SR 1315,6/27/2014,3:54 PM,"Sideswipe, same direction",Property Damage Only,
104126199,Cary,SR 1497,0,W,PRINCIPAL LN,SR 1415,6/27/2014,12:20 PM,"Sideswipe, same direction",Property Damage Only,
104114521,Cary,WALNUT ST,0.03,W,STURDIVANT DR,IVY LN,6/27/2014,2:04 PM,"Rear end, slow or stop",Property Damage Only,
104103538,Cary,KILDAIRE FARM RD,0.004,N,TRYON RD,KEISLER DR,6/27/2014,4:43 PM,"Rear end, slow or stop",Property Damage Only,
104126203,Cary,NC 55,0.038,N,I 540,OKELLY CHAPEL,6/27/2014,11:30 AM,"Sideswipe, same direction",Property Damage Only,
104126200,Cary,CROSSROADS BLVD,0.1,W,CAITBOO AVE,ROYALL BIRKDALE DR,6/27/2014,12:22 PM,Angle,Property Damage Only,
104126206,Cary,1300 CRESCENT GREEN,0.095,E,CRESCENT GREEN,CRESCENT COMMONS DR,6/27/2014,12:52 PM,Backing up,Unknown,
104129467,Cary,SR 1300,0.004,S,WRENN DR,TWIN OAKS PL,6/28/2014,1:36 PM,"Sideswipe, same direction",C-Injury (Possible),
104129462,Cary,TEN TEN RD,0,,LUFKIN DR,US 1,6/28/2014,2:21 PM,Angle,Property Damage Only,
104129460,Cary,SR 1009,0.2,E,COLONADES WAY,SR 1300,6/28/2014,9:55 AM,"Rear end, slow or stop",Property Damage Only,
104129466,Cary,1213 BUCK JONES RD,0.019,S,NOTTINGHAM DR,SR 1313,6/28/2014,2:32 PM,Backing up,Property Damage Only,
104129465,Cary,1803 N HARRISON AVE,0.045,NW,SR 1652,HARRISON OAKS BVD,6/28/2014,12:20 PM,"Rear end, slow or stop",Property Damage Only,
104109585,Cary,NC 55,0.003,N,PARK SCENE LN,HIGH HOUSE RD,6/28/2014,9:55 AM,"Rear end, slow or stop",Property Damage Only,
104129470,Cary,SR 3112,0,,PRESTON EXECUTIVE DR,PRESTON OAKS LN,6/28/2014,5:56 PM,Angle,Property Damage Only,
104129471,Cary,2370 WALNUT ST,0.15,S,SR 1349,MACEDONIA LAKE DR,6/29/2014,11:19 AM,Backing up,Property Damage Only,
104129474,Cary,SR 1615,0,,SUMMER LAKES DR,SR 3977,6/30/2014,2:43 PM,"Left turn, different roadways",Property Damage Only,
104129473,Cary,US 64,25,W,EDINBURGH DR,GREGSON DR,6/30/2014,8:43 AM,"Rear end, slow or stop",Property Damage Only,
104129477,Cary,NC 55,0.003,S,HIGH HOUSE RD,PARKSCENE LN,6/30/2014,8:48 AM,"Rear end, slow or stop",Property Damage Only,
104129469,Cary,NOTTINGHAM DR,0.1,S,WHITEHALL WAY,KIMBOLTON DR,6/30/2014,1:20 PM,"Sideswipe, same direction",Unknown,
104129481,Cary,BUCK JONES RD,0.028,N,WALNUT ST,NOTTINGHAM DR,7/1/2014,2:05 PM,"Left turn, same roadway",B-Injury (Evident),
104129480,Cary,US 1,0.1,SW,US 1,US 64,7/1/2014,3:44 PM,"Rear end, turn",C-Injury (Possible),
104110155,Cary,US 64,0.006,E,CHALON DR,EDINBURGH DR,7/1/2014,11:23 AM,"Rear end, slow or stop",C-Injury (Possible),
104117761,Cary,KIRKSHIRE CIR,0,,CARY PKWY,CARY PKWY,7/1/2014,2:41 PM,Other non-collision,Property Damage Only,
104129478,Cary,NOTTINGHAM DR,0,W,HARLON DR,DONALDSON DR,7/1/2014,2:49 PM,"Left turn, different roadways",Property Damage Only,
104129475,Cary,US 1,0.3,SW,US 1,EDINBURGH SOUTH DR,7/1/2014,12:47 PM,"Rear end, slow or stop",Property Damage Only,
104110150,Cary,NC 55,0,N,KIT CREEK RD,GREEN LEVEL CHURCH RD,7/1/2014,10:00 PM,Animal,Property Damage Only,
104110157,Cary,REGENCY PKWY,0.006,S,SR 1009,REGENCY FOREST DR,7/1/2014,12:13 PM,"Rear end, turn",Property Damage Only,
104129483,Cary,SYKES ST,0.13,NE,KEMPTHORNE RD,TREMBATH LN,7/1/2014,4:08 PM,"Sideswipe, opposite direction",Property Damage Only,
104110158,Cary,SR 1415,0.002,N,CARY TOWNE BLVD,VILLAGE GREENWAY,7/1/2014,4:29 PM,"Rear end, slow or stop",Property Damage Only,
104129508,Cary,CHAPEL HILL RD,0,,HARRISON AVE,GRAY ST,7/2/2014,7:42 AM,Angle,C-Injury (Possible),
104129506,Cary,US 1,0.02,SW,US 1,US 64,7/2/2014,2:12 PM,"Rear end, slow or stop",Property Damage Only,
104110164,Cary,WALNUT ST,1,N,MEETING ST,SR 1423,7/2/2014,8:11 AM,"Sideswipe, same direction",Property Damage Only,
104129505,Cary,SR 1615,0.13,SW,BRADFORD PLAZA WAY,SR 1613,7/2/2014,9:25 PM,"Rear end, slow or stop",Property Damage Only,
104129488,Cary,SR 3977,0,,TARBERT DR,APPLECROSS DR,7/2/2014,2:30 PM,"Rear end, slow or stop",Property Damage Only,
104129507,Cary,US 1,0,,SR 3977,COORSDALE DR,7/2/2014,10:10 PM,"Sideswipe, same direction",Property Damage Only,
104110159,Cary,US 64,0,,EDINBURGH SOUTH DR,GREGSON DR,7/2/2014,2:23 PM,"Rear end, slow or stop",Property Damage Only,
104129491,Cary,DUNBAR CT,0.009,SE,DUNBAR CT,HELMSDALE DR,7/2/2014,2:31 PM,"Rear end, slow or stop",Property Damage Only,
104129487,Cary,ENDEAVOR WAY,0.014,S,ENDEAVOR WAY,WESTON PKWY,7/2/2014,5:07 PM,"Left turn, different roadways",Property Damage Only,
104129482,Cary,SR 1613,0,,WALDO ROAD BLVDS,WHITEBRIDGE DR,7/2/2014,3:30 PM,"Rear end, slow or stop",Property Damage Only,
104129504,Cary,OLD APEX RD 1616,0,,SW CARY PKY 3977,,7/2/2014,7:53 AM,"Left turn, same roadway",Property Damage Only,
104129484,Cary,700 SPRINGFORK DR,0.001,W,SPRINGFORK DR,,7/2/2014,7:39 PM,Parked motor vehicle,Unknown,
104129520,Cary,US 1,0.071,N,US 1,I 40,7/3/2014,8:55 AM,"Rear end, slow or stop",C-Injury (Possible),
104129513,Cary,US 1,1.34,S,CARY PKWY,US 64,7/3/2014,4:44 PM,"Rear end, slow or stop",C-Injury (Possible),
104130272,Cary,SR 1009,0,,SR 1313,SR 5039,7/3/2014,2:27 PM,Angle,C-Injury (Possible),
104110167,Cary,SR 1313,0,,DILLARD DR,CROSSROADS BLVD,7/3/2014,8:34 PM,"Left turn, same roadway",C-Injury (Possible),
104129515,Cary,US 64,0,,EDINBURGH SOUTH DR,US 1,7/3/2014,2:46 PM,"Rear end, slow or stop",Property Damage Only,
104110163,Cary,US 1,0.066,N,US 1,I 40,7/3/2014,9:46 AM,"Rear end, slow or stop",Property Damage Only,
104130275,Cary,SR 1009,0,,SR 5039,SR 1383,7/3/2014,4:58 PM,"Left turn, same roadway",Property Damage Only,
104110165,Cary,SR 1300,0,N,TROON VILALGE,SR 3977,7/3/2014,11:40 AM,"Sideswipe, same direction",Property Damage Only,
104129519,Cary,SR 1300,0.006,S,SR 1009,COLONADES WAY,7/3/2014,8:38 PM,"Sideswipe, same direction",Property Damage Only,
104129512,Cary,KINDRED WAY,0.009,E,MORAVIA LN,DEAD END,7/3/2014,11:00 AM,Parked motor vehicle,Property Damage Only,
104129509,Cary,4000 LOUIS STEPHENS DR,0.038,E,SR 1635,GREAT LAKE DR,7/3/2014,10:30 AM,Backing up,Property Damage Only,
104110166,Cary,SR 1300,0,,COMMONWEALTH CT,KILDAIRE EXECUTIVE PK,7/3/2014,4:29 PM,"Left turn, same roadway",Property Damage Only,
104110171,Cary,SR 1415,0.028,S,SR 1011,REED ST,7/3/2014,1:54 PM,"Rear end, slow or stop",Property Damage Only,
104129510,Cary,SR 1653,0.009,S,SR 3112,WINFAIR DR,7/3/2014,12:34 PM,"Rear end, slow or stop",Property Damage Only,
104110174,Cary,GREGSON DR,0,,EDINBURGH SOUTH DR,US 64,7/4/2014,9:56 AM,"Left turn, same roadway",C-Injury (Possible),
